# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
40,1711498437.506201,128000,1.1268216371536255,0.496585875749588,-0.8831695318222046,0.3883003890514374
41,1711498440.065201,131200,1.1268216371536255,0.496585875749588,-0.8812759518623352,0.18526214361190796
42,1711498440.3442023,134400,1.1236693859100342,0.43217185139656067,-0.8812759518623352,0.18526214361190796
# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1711499290.29209,0,0,0,-0.8835017085075378,28.876543045043945
1,1711499290.7552333,3200,0.9525547623634338,33.9683723449707,-0.8835017085075378,28.876543045043945
2,1711499293.2476056,6400,0.9525547623634338,33.9683723449707,-0.5760003328323364,14.642725944519043
3,1711499293.781123,9600,0.5071730613708496,13.203714370727539,-0.5760003328323364,14.642725944519043
4,1711499296.2881606,12800,0.5071730613708496,13.203714370727539,0.2562720477581024,37.27769470214844
5,1711499296.5642138,16000,-0.31424835324287415,39.385284423828125,0.2562720477581024,37.27769470214844
6,1711499299.547608,19200,-0.9107660055160522,99.51582336425781,0.2562720477581024,37.27769470214844
7,1711499299.6356084,22400,-0.9107660055160522,99.51582336425781,0.9033690690994263,106.26773071289062
8,1711499302.7226806,25600,-0.8028104901313782,280.9202575683594,0.9033690690994263,106.26773071289062
9,1711499303.1336792,28800,-0.8028104901313782,280.9202575683594,0.7995910048484802,93.98204803466797
10,1711499305.4426804,32000,-0.726701021194458,34.08845901489258,0.7995910048484802,93.98204803466797
11,1711499305.8956795,35200,-0.726701021194458,34.08845901489258,0.7107284069061279,30.083084106445312
12,1711499308.264679,38400,-0.6393637657165527,19.952306747436523,0.7107284069061279,30.083084106445312
13,1711499308.6506793,41600,-0.6393637657165527,19.952306747436523,0.6350769400596619,17.611248016357422
14,1711499311.0026815,44800,-0.5742198824882507,10.931929588317871,0.6350769400596619,17.611248016357422
15,1711499311.31968,48000,-0.5742198824882507,10.931929588317871,0.5524983406066895,10.110505104064941
16,1711499313.9096797,51200,-0.5742198824882507,10.931929588317871,0.4001213610172272,2.9315295219421387
17,1711499314.1256797,54400,-0.4310470223426819,4.457480430603027,0.4001213610172272,2.9315295219421387
18,1711499317.3395452,57600,-0.4310470223426819,4.457480430603027,0.30916938185691833,0.5218274593353271
19,1711499317.4625394,60800,-0.41579803824424744,0.7133815884590149,0.30916938185691833,0.5218274593353271
20,1711499320.0645866,64000,-0.41579803824424744,0.7133815884590149,0.22399137914180756,0.4670792818069458
21,1711499320.9815845,67200,-0.3732737600803375,1.030768632888794,0.22399137914180756,0.4670792818069458
22,1711499322.593585,70400,-0.3732737600803375,1.030768632888794,0.12813939154148102,1.941238522529602
23,1711499324.2705853,73600,-0.2726500928401947,10.503950119018555,0.12813939154148102,1.941238522529602
24,1711499325.3215861,76800,-0.2726500928401947,10.503950119018555,0.09077326208353043,17.058439254760742
25,1711499326.8511052,80000,-0.37089723348617554,47.074092864990234,0.09077326208353043,17.058439254760742
26,1711499328.3091078,83200,-0.37089723348617554,47.074092864990234,0.27025970816612244,59.3592529296875
27,1711499329.3681085,86400,-0.4680110812187195,26.864795684814453,0.27025970816612244,59.3592529296875
28,1711499331.258106,89600,-0.4680110812187195,26.864795684814453,0.4403876066207886,169.07875061035156
29,1711499332.0961056,92800,-0.6448251605033875,227.6039276123047,0.4403876066207886,169.07875061035156
30,1711499334.082108,96000,-0.6448251605033875,227.6039276123047,0.4156714081764221,96.34774780273438
31,1711499335.1471052,99200,-0.6009121537208557,56.791385650634766,0.4156714081764221,96.34774780273438
32,1711499336.8466363,102400,-0.6009121537208557,56.791385650634766,0.4140753149986267,49.94158172607422
33,1711499337.66664,105600,-0.590926468372345,43.76213836669922,0.4140753149986267,49.94158172607422
34,1711499339.713637,108800,-0.590926468372345,43.76213836669922,0.3904205858707428,46.47178649902344
35,1711499340.3426368,112000,-0.5636020302772522,48.1521110534668,0.3904205858707428,46.47178649902344
36,1711499342.5376835,115200,-0.5636020302772522,48.1521110534668,0.372749000787735,37.53109359741211
37,1711499342.9156818,118400,-0.5371956825256348,36.40823745727539,0.372749000787735,37.53109359741211
38,1711499345.4808264,121600,-0.5371956825256348,36.40823745727539,0.3587518334388733,27.42650604248047
39,1711499345.5238261,124800,-0.5112481117248535,27.419721603393555,0.3587518334388733,27.42650604248047
40,1711499347.9803462,128000,-0.5071985721588135,14.967184066772461,0.3587518334388733,27.42650604248047
41,1711499348.4243474,131200,-0.5071985721588135,14.967184066772461,0.35985857248306274,16.576509475708008
42,1711499350.700518,134400,-0.4877638816833496,21.78815460205078,0.35985857248306274,16.576509475708008
43,1711499351.2665794,137600,-0.4877638816833496,21.78815460205078,0.34060055017471313,22.114086151123047
44,1711499353.2936735,140800,-0.45927372574806213,28.57052230834961,0.34060055017471313,22.114086151123047
45,1711499354.0917475,144000,-0.45927372574806213,28.57052230834961,0.32268622517585754,29.50469398498535
46,1711499355.8998659,147200,-0.450943261384964,22.839096069335938,0.32268622517585754,29.50469398498535
47,1711499356.8998656,150400,-0.450943261384964,22.839096069335938,0.3252224028110504,21.71166229248047
48,1711499358.487951,153600,-0.4346490204334259,25.029443740844727,0.3252224028110504,21.71166229248047
49,1711499359.7739556,156800,-0.4346490204334259,25.029443740844727,0.29708707332611084,24.654335021972656
50,1711499361.1169517,160000,-0.4167207181453705,23.578123092651367,0.29708707332611084,24.654335021972656
51,1711499362.5739543,163200,-0.4167207181453705,23.578123092651367,0.2911454439163208,21.61099624633789
52,1711499363.7489526,166400,-0.408840537071228,21.441482543945312,0.2911454439163208,21.61099624633789
53,1711499365.413953,169600,-0.408840537071228,21.441482543945312,0.2892778217792511,23.05803680419922
54,1711499366.4469519,172800,-0.4036068022251129,25.377296447753906,0.2892778217792511,23.05803680419922
55,1711499368.3669515,176000,-0.4036068022251129,25.377296447753906,0.2876991927623749,26.99483871459961
56,1711499369.0499508,179200,-0.4016861319541931,27.8377685546875,0.2876991927623749,26.99483871459961
57,1711499371.1564715,182400,-0.4016861319541931,27.8377685546875,0.2701955735683441,30.918203353881836
58,1711499371.6744757,185600,-0.37449756264686584,32.23197937011719,0.2701955735683441,30.918203353881836
59,1711499374.002194,188800,-0.37449756264686584,32.23197937011719,0.2729514539241791,35.448665618896484
60,1711499374.276254,192000,-0.37611186504364014,37.038455963134766,0.2729514539241791,35.448665618896484
61,1711499376.910104,195200,-0.37008821964263916,40.91947937011719,0.2729514539241791,35.448665618896484
62,1711499376.9971032,198400,-0.37008821964263916,40.91947937011719,0.2689586579799652,41.44904327392578
63,1711499379.4436266,201600,-0.35676199197769165,40.25189971923828,0.2689586579799652,41.44904327392578
64,1711499379.810628,204800,-0.35676199197769165,40.25189971923828,0.25791284441947937,39.59187316894531
65,1711499382.0356278,208000,-0.33777013421058655,43.277259826660156,0.25791284441947937,39.59187316894531
66,1711499382.6271565,211200,-0.33777013421058655,43.277259826660156,0.2422284483909607,43.128021240234375
67,1711499384.6086733,214400,-0.32277631759643555,42.3718147277832,0.2422284483909607,43.128021240234375
68,1711499385.471673,217600,-0.32277631759643555,42.3718147277832,0.22902840375900269,40.8234748840332
69,1711499387.3296723,220800,-0.31317010521888733,41.80168151855469,0.22902840375900269,40.8234748840332
70,1711499388.2986732,224000,-0.31317010521888733,41.80168151855469,0.22417031228542328,42.909820556640625
71,1711499389.867672,227200,-0.308154433965683,42.459861755371094,0.22417031228542328,42.909820556640625
72,1711499391.1626735,230400,-0.308154433965683,42.459861755371094,0.2228967547416687,43.57978057861328
73,1711499392.473673,233600,-0.30213260650634766,44.977874755859375,0.2228967547416687,43.57978057861328
74,1711499394.2752008,236800,-0.30213260650634766,44.977874755859375,0.21218252182006836,42.140625
75,1711499395.3692014,240000,-0.2921995520591736,42.90668487548828,0.21218252182006836,42.140625
76,1711499397.107441,243200,-0.2921995520591736,42.90668487548828,0.201400026679039,44.929725646972656
77,1711499397.9965987,246400,-0.2807173430919647,44.246639251708984,0.201400026679039,44.929725646972656
78,1711499399.9876451,249600,-0.2807173430919647,44.246639251708984,0.19874945282936096,43.25714874267578
79,1711499400.5781658,252800,-0.279390811920166,43.538822174072266,0.19874945282936096,43.25714874267578
80,1711499402.7955837,256000,-0.279390811920166,43.538822174072266,0.1982429325580597,44.28081512451172
81,1711499403.2127032,259200,-0.27493762969970703,44.414283752441406,0.1982429325580597,44.28081512451172
82,1711499405.6791763,262400,-0.27493762969970703,44.414283752441406,0.1911563128232956,41.580787658691406
83,1711499405.8402426,265600,-0.2647927701473236,42.27695846557617,0.1911563128232956,41.580787658691406
84,1711499408.372772,268800,-0.2572733461856842,41.00223159790039,0.1911563128232956,41.580787658691406
85,1711499408.5757806,272000,-0.2572733461856842,41.00223159790039,0.185867041349411,40.78925704956055
86,1711499410.9987717,275200,-0.24852196872234344,43.389625549316406,0.185867041349411,40.78925704956055
87,1711499411.426772,278400,-0.24852196872234344,43.389625549316406,0.17822423577308655,43.204917907714844
88,1711499413.6007736,281600,-0.2488488107919693,40.087974548339844,0.17822423577308655,43.204917907714844
89,1711499414.3487725,284800,-0.2488488107919693,40.087974548339844,0.17316530644893646,38.646366119384766
90,1711499416.2372887,288000,-0.24299992620944977,34.641868591308594,0.17316530644893646,38.646366119384766
91,1711499417.1142895,291200,-0.24299992620944977,34.641868591308594,0.17746186256408691,32.160091400146484
92,1711499418.8299348,294400,-0.24230657517910004,28.623558044433594,0.17746186256408691,32.160091400146484
93,1711499420.0129325,297600,-0.24230657517910004,28.623558044433594,0.17114464938640594,27.657150268554688
94,1711499421.4134026,300800,-0.23927810788154602,33.431121826171875,0.17114464938640594,27.657150268554688
95,1711499422.8735995,304000,-0.23927810788154602,33.431121826171875,0.16903023421764374,37.04847717285156
96,1711499424.0746956,307200,-0.2393708974123001,37.20126724243164,0.16903023421764374,37.04847717285156
97,1711499425.742697,310400,-0.2393708974123001,37.20126724243164,0.1692524552345276,38.059814453125
98,1711499426.633695,313600,-0.23765672743320465,38.923458099365234,0.1692524552345276,38.059814453125
99,1711499428.5728576,316800,-0.23765672743320465,38.923458099365234,0.1702105849981308,39.61894607543945
100,1711499429.309026,320000,-0.2373954951763153,39.968509674072266,0.1702105849981308,39.61894607543945
101,1711499431.4158323,323200,-0.2373954951763153,39.968509674072266,0.16870778799057007,35.87989807128906
102,1711499431.939996,326400,-0.232854962348938,35.45205307006836,0.16870778799057007,35.87989807128906
103,1711499434.2306278,329600,-0.232854962348938,35.45205307006836,0.1611148566007614,38.64690017700195
104,1711499434.4776268,332800,-0.2220674306154251,39.2952766418457,0.1611148566007614,38.64690017700195
105,1711499437.1701493,336000,-0.2115297019481659,34.927730560302734,0.1611148566007614,38.64690017700195
106,1711499437.224154,339200,-0.2115297019481659,34.927730560302734,0.1489434540271759,34.47255325317383
107,1711499439.7826633,342400,-0.20605552196502686,32.43840026855469,0.1489434540271759,34.47255325317383
108,1711499440.1976733,345600,-0.20605552196502686,32.43840026855469,0.14342691004276276,31.960111618041992
109,1711499442.3866644,348800,-0.20265091955661774,29.77501678466797,0.14342691004276276,31.960111618041992
110,1711499443.0266652,352000,-0.20265091955661774,29.77501678466797,0.14314839243888855,30.784940719604492
111,1711499445.035665,355200,-0.20106153190135956,30.159162521362305,0.14314839243888855,30.784940719604492
112,1711499445.9506648,358400,-0.20106153190135956,30.159162521362305,0.14077003300189972,29.2330379486084
113,1711499447.641771,361600,-0.19928176701068878,31.442771911621094,0.14077003300189972,29.2330379486084
114,1711499448.762773,364800,-0.19928176701068878,31.442771911621094,0.14144204556941986,30.485427856445312
115,1711499450.327774,368000,-0.1999468356370926,29.91680335998535,0.14144204556941986,30.485427856445312
116,1711499451.5734603,371200,-0.1999468356370926,29.91680335998535,0.14165574312210083,30.434480667114258
117,1711499452.9196112,374400,-0.20141559839248657,31.346227645874023,0.14165574312210083,30.434480667114258
118,1711499454.5937088,377600,-0.20141559839248657,31.346227645874023,0.14014369249343872,29.592924118041992
119,1711499455.8307087,380800,-0.19224199652671814,28.52050018310547,0.14014369249343872,29.592924118041992
120,1711499457.485415,384000,-0.19224199652671814,28.52050018310547,0.13646458089351654,34.28756332397461
121,1711499458.4297032,387200,-0.19010396301746368,38.36501693725586,0.13646458089351654,34.28756332397461
122,1711499460.352095,390400,-0.19010396301746368,38.36501693725586,0.126682311296463,35.14677429199219
123,1711499461.0770938,393600,-0.18113794922828674,34.368446350097656,0.126682311296463,35.14677429199219
124,1711499463.132614,396800,-0.18113794922828674,34.368446350097656,0.1259128302335739,26.340662002563477
125,1711499463.6257195,400000,-0.17961502075195312,25.177038192749023,0.1259128302335739,26.340662002563477
126,1711499465.9707487,403200,-0.17961502075195312,25.177038192749023,0.12557078897953033,20.829822540283203
127,1711499466.322747,406400,-0.17807669937610626,20.85271644592285,0.12557078897953033,20.829822540283203
128,1711499468.8767476,409600,-0.17807669937610626,20.85271644592285,0.12328365445137024,16.833314895629883
129,1711499468.8937502,412800,-0.1765512377023697,16.84964370727539,0.12328365445137024,16.833314895629883
130,1711499471.553747,416000,-0.17331631481647491,15.526228904724121,0.12328365445137024,16.833314895629883
131,1711499471.7057495,419200,-0.17331631481647491,15.526228904724121,0.12155743688344955,15.005134582519531
132,1711499474.1967478,422400,-0.1708918809890747,10.611580848693848,0.12155743688344955,15.005134582519531
133,1711499474.5437477,425600,-0.1708918809890747,10.611580848693848,0.11858715116977692,9.937247276306152
134,1711499476.8927848,428800,-0.17083744704723358,14.594494819641113,0.11858715116977692,9.937247276306152
135,1711499477.3557837,432000,-0.17083744704723358,14.594494819641113,0.11968358606100082,15.369977951049805
136,1711499479.5597842,435200,-0.1684051901102066,14.338565826416016,0.11968358606100082,15.369977951049805
137,1711499480.1377833,438400,-0.1684051901102066,14.338565826416016,0.11688434332609177,13.814310073852539
138,1711499482.1947834,441600,-0.16531969606876373,14.456745147705078,0.11688434332609177,13.814310073852539
139,1711499483.0227847,444800,-0.16531969606876373,14.456745147705078,0.11430545896291733,15.387686729431152
140,1711499484.9050164,448000,-0.1643931269645691,14.078261375427246,0.11430545896291733,15.387686729431152
141,1711499485.7683392,451200,-0.1643931269645691,14.078261375427246,0.11368164420127869,12.434085845947266
142,1711499487.6000156,454400,-0.1625366061925888,11.87232780456543,0.11368164420127869,12.434085845947266
143,1711499488.5343442,457600,-0.1625366061925888,11.87232780456543,0.11162147670984268,11.021688461303711
144,1711499490.2743962,460800,-0.15808305144309998,10.188584327697754,0.11162147670984268,11.021688461303711
145,1711499491.313951,464000,-0.15808305144309998,10.188584327697754,0.10741157829761505,9.347219467163086
146,1711499492.9759495,467200,-0.156523659825325,8.463074684143066,0.10741157829761505,9.347219467163086
147,1711499494.079953,470400,-0.156523659825325,8.463074684143066,0.1062750518321991,8.452792167663574
148,1711499495.7499497,473600,-0.15334588289260864,9.564848899841309,0.1062750518321991,8.452792167663574
149,1711499496.8664718,476800,-0.15334588289260864,9.564848899841309,0.10315951704978943,8.040724754333496
150,1711499498.449536,480000,-0.14964821934700012,7.42142391204834,0.10315951704978943,8.040724754333496
151,1711499499.616683,483200,-0.14964821934700012,7.42142391204834,0.10141856968402863,7.053884506225586
152,1711499501.2292101,486400,-0.14959679543972015,7.5210041999816895,0.10141856968402863,7.053884506225586
153,1711499502.3793116,489600,-0.14959679543972015,7.5210041999816895,0.10179812461137772,6.228463172912598
154,1711499503.976123,492800,-0.15009953081607819,5.108410358428955,0.10179812461137772,6.228463172912598
155,1711499505.220248,496000,-0.15009953081607819,5.108410358428955,0.10238738358020782,5.646324634552002
156,1711499506.6873574,499200,-0.14990723133087158,6.533194541931152,0.10238738358020782,5.646324634552002
157,1711499507.924367,502400,-0.14990723133087158,6.533194541931152,0.10180988162755966,6.122193813323975
158,1711499509.4099135,505600,-0.14751814305782318,6.633732318878174,0.10180988162755966,6.122193813323975
159,1711499510.7889147,508800,-0.14751814305782318,6.633732318878174,0.10045989602804184,6.885038375854492
160,1711499512.1789136,512000,-0.14746299386024475,8.156356811523438,0.10045989602804184,6.885038375854492
161,1711499513.57392,515200,-0.14746299386024475,8.156356811523438,0.10003843903541565,9.015410423278809
162,1711499515.0709136,518400,-0.14560143649578094,9.015697479248047,0.10003843903541565,9.015410423278809
163,1711499516.5559118,521600,-0.14560143649578094,9.015697479248047,0.09890368580818176,9.095597267150879
164,1711499517.79543,524800,-0.1449822187423706,8.618809700012207,0.09890368580818176,9.095597267150879
165,1711499519.3294294,528000,-0.1449822187423706,8.618809700012207,0.09999476373195648,8.103882789611816
166,1711499520.459432,531200,-0.14549624919891357,8.923187255859375,0.09999476373195648,8.103882789611816
167,1711499522.1239522,534400,-0.14549624919891357,8.923187255859375,0.0997258648276329,9.102437973022461
168,1711499523.1719506,537600,-0.14418520033359528,10.006950378417969,0.0997258648276329,9.102437973022461
169,1711499524.8736696,540800,-0.14418520033359528,10.006950378417969,0.09826739132404327,12.701107025146484
170,1711499525.823765,544000,-0.1432473361492157,13.95031452178955,0.09826739132404327,12.701107025146484
171,1711499527.742764,547200,-0.1432473361492157,13.95031452178955,0.09853987395763397,15.814565658569336
172,1711499528.5118442,550400,-0.14270856976509094,16.893779754638672,0.09853987395763397,15.814565658569336
173,1711499530.4149423,553600,-0.14270856976509094,16.893779754638672,0.09801825135946274,19.349201202392578
174,1711499531.182008,556800,-0.14221417903900146,20.454004287719727,0.09801825135946274,19.349201202392578
175,1711499533.2122457,560000,-0.14221417903900146,20.454004287719727,0.09898369014263153,22.441383361816406
176,1711499533.8562453,563200,-0.1445622742176056,22.516403198242188,0.09898369014263153,22.441383361816406
177,1711499536.0031343,566400,-0.1445622742176056,22.516403198242188,0.09926209598779678,20.205041885375977
178,1711499536.591135,569600,-0.14329399168491364,22.047353744506836,0.09926209598779678,20.205041885375977
179,1711499538.7797353,572800,-0.14329399168491364,22.047353744506836,0.10101785510778427,25.527759552001953
180,1711499539.2927358,576000,-0.1451229304075241,24.65752601623535,0.10101785510778427,25.527759552001953
181,1711499541.5687366,579200,-0.1451229304075241,24.65752601623535,0.10203207284212112,23.069128036499023
182,1711499541.9307377,582400,-0.14477553963661194,24.258092880249023,0.10203207284212112,23.069128036499023
183,1711499544.4572542,585600,-0.14477553963661194,24.258092880249023,0.10217376053333282,17.677867889404297
184,1711499544.7692525,588800,-0.14545999467372894,17.07737159729004,0.10217376053333282,17.677867889404297
185,1711499547.256775,592000,-0.14545999467372894,17.07737159729004,0.10402470082044601,16.152118682861328
186,1711499547.4727724,595200,-0.14674724638462067,18.092069625854492,0.10402470082044601,16.152118682861328
187,1711499550.1487732,598400,-0.14674724638462067,18.092069625854492,0.10373997688293457,16.390687942504883
188,1711499550.1547716,601600,-0.14645405113697052,17.613569259643555,0.10373997688293457,16.390687942504883
189,1711499552.8167877,604800,-0.14748027920722961,11.379293441772461,0.10373997688293457,16.390687942504883
190,1711499552.8777716,608000,-0.14748027920722961,11.379293441772461,0.10557928681373596,12.275066375732422
191,1711499555.520774,611200,-0.1483970582485199,15.429540634155273,0.10557928681373596,12.275066375732422
192,1711499555.7077732,614400,-0.1483970582485199,15.429540634155273,0.10641148686408997,15.411911964416504
193,1711499558.2718287,617600,-0.15055613219738007,14.073966979980469,0.10641148686408997,15.411911964416504
194,1711499558.5608256,620800,-0.15055613219738007,14.073966979980469,0.10941386967897415,12.659518241882324
195,1711499560.9096744,624000,-0.16225558519363403,18.218080520629883,0.10941386967897415,12.659518241882324
196,1711499561.3629098,627200,-0.16225558519363403,18.218080520629883,0.10900060087442398,18.645559310913086
197,1711499563.6262221,630400,-0.16520361602306366,16.741008758544922,0.10900060087442398,18.645559310913086
198,1711499564.17422,633600,-0.16520361602306366,16.741008758544922,0.11117824167013168,15.551745414733887
199,1711499566.2837393,636800,-0.14733079075813293,19.917137145996094,0.11117824167013168,15.551745414733887
200,1711499566.986874,640000,-0.14733079075813293,19.917137145996094,0.11140307784080505,21.742355346679688
201,1711499568.9688747,643200,-0.12158720940351486,25.59518051147461,0.11140307784080505,21.742355346679688
202,1711499569.7468753,646400,-0.12158720940351486,25.59518051147461,0.11152815818786621,23.503141403198242
203,1711499571.6758747,649600,-0.1190846636891365,21.83023452758789,0.11152815818786621,23.503141403198242
204,1711499572.5828755,652800,-0.1190846636891365,21.83023452758789,0.11108323186635971,25.075050354003906
205,1711499574.6628742,656000,-0.11768928170204163,23.391748428344727,0.11108323186635971,25.075050354003906
206,1711499575.8028765,659200,-0.11768928170204163,23.391748428344727,0.12263999134302139,20.415266036987305
207,1711499577.6885252,662400,-0.11880051344633102,22.58087158203125,0.12263999134302139,20.415266036987305
208,1711499578.5710993,665600,-0.11880051344633102,22.58087158203125,0.12647834420204163,23.094026565551758
209,1711499580.3903499,668800,-0.11959794908761978,22.830915451049805,0.12647834420204163,23.094026565551758
210,1711499581.4424002,672000,-0.11959794908761978,22.830915451049805,0.11185093969106674,24.314502716064453
211,1711499583.0971377,675200,-0.12866029143333435,37.889556884765625,0.11185093969106674,24.314502716064453
212,1711499584.1744254,678400,-0.12866029143333435,37.889556884765625,0.08041231334209442,45.419097900390625
213,1711499585.8229856,681600,-0.12364258617162704,41.83317947387695,0.08041231334209442,45.419097900390625
214,1711499586.9729815,684800,-0.12364258617162704,41.83317947387695,0.07657445967197418,43.6284294128418
215,1711499588.5399818,688000,-0.12343417853116989,58.89915084838867,0.07657445967197418,43.6284294128418
216,1711499589.7159832,691200,-0.12343417853116989,58.89915084838867,0.07263782620429993,58.418121337890625
217,1711499591.260985,694400,-0.13359974324703217,32.16511535644531,0.07263782620429993,58.418121337890625
218,1711499592.5199814,697600,-0.13359974324703217,32.16511535644531,0.07275258004665375,28.595407485961914
219,1711499593.938983,700800,-0.11810793727636337,42.609893798828125,0.07275258004665375,28.595407485961914
220,1711499595.3060215,704000,-0.11810793727636337,42.609893798828125,0.06672661751508713,98.30089569091797
221,1711499596.6950188,707200,-0.09134216606616974,161.27867126464844,0.06672661751508713,98.30089569091797
222,1711499598.0350182,710400,-0.09134216606616974,161.27867126464844,0.07215399295091629,162.3775177001953
223,1711499599.535566,713600,-0.0567738339304924,138.81954956054688,0.07215399295091629,162.3775177001953
224,1711499600.8407192,716800,-0.0567738339304924,138.81954956054688,0.07459068298339844,47.437705993652344
225,1711499602.3389053,720000,-0.05812970548868179,18.92314910888672,0.07459068298339844,47.437705993652344
226,1711499603.6879623,723200,-0.05812970548868179,18.92314910888672,0.0808214545249939,8.210803985595703
227,1711499605.141079,726400,-0.053694047033786774,8.184879302978516,0.0808214545249939,8.210803985595703
228,1711499606.4887004,729600,-0.053694047033786774,8.184879302978516,0.09026677906513214,8.670665740966797
229,1711499607.978701,732800,-0.05503211170434952,10.062373161315918,0.09026677906513214,8.670665740966797
230,1711499609.3238375,736000,-0.05503211170434952,10.062373161315918,0.09560135751962662,10.16916275024414
231,1711499610.7158382,739200,-0.0552147775888443,12.09518051147461,0.09560135751962662,10.16916275024414
232,1711499612.0938375,742400,-0.0552147775888443,12.09518051147461,0.07013452053070068,12.561043739318848
233,1711499613.485355,745600,-0.0557926744222641,12.49620246887207,0.07013452053070068,12.561043739318848
234,1711499614.9103563,748800,-0.0557926744222641,12.49620246887207,0.04434647411108017,12.812185287475586
235,1711499616.2413573,752000,-0.05291812866926193,14.666916847229004,0.04434647411108017,12.812185287475586
236,1711499617.669392,755200,-0.05291812866926193,14.666916847229004,0.042676620185375214,18.70276641845703
237,1711499618.9823916,758400,-0.05099334195256233,21.261499404907227,0.042676620185375214,18.70276641845703
238,1711499620.4153938,761600,-0.05099334195256233,21.261499404907227,0.038759954273700714,20.205955505371094
239,1711499621.830913,764800,-0.055149637162685394,17.586524963378906,0.038759954273700714,20.205955505371094
240,1711499623.2789156,768000,-0.055149637162685394,17.586524963378906,0.041278041899204254,13.824384689331055
241,1711499624.7124338,771200,-0.05483615770936012,12.035331726074219,0.041278041899204254,13.824384689331055
